repo,number,title,state,created_at,closed_at,labels
ollama/ollama,2337,Support model allenai/OLMo-7B,open,2024-02-03 12:10:31,,model
ollama/ollama,2225,Ollama stops generating output and fails to run models after a few minutes,closed,2024-01-27 06:22:10,2024-04-15 19:09:59,bug
ollama/ollama,2179,add `--upgrade-all` flag to refresh any stale models,open,2024-01-24 22:22:22,,
ollama/ollama,2147,permission denied when setting OLLAMA_MODELS in service file,closed,2024-01-22 21:59:56,2024-03-12 18:45:32,
ollama/ollama,2033,Add Vulkan runner ,open,2024-01-17 18:15:00,,"feature request,amd,intel,gpu"
ollama/ollama,2028,how to remove ollama from macos?,closed,2024-01-17 09:27:03,2024-01-22 17:51:07,
ollama/ollama,2006,Rate limit download speed on pulling new models,open,2024-01-15 15:02:22,,networking
ollama/ollama,1890,A way to update all downloaded models,open,2024-01-10 10:03:21,,feature request
ollama/ollama,1813,How to run Ollama  only on a dedicated GPU? (Instead of all GPUs),closed,2024-01-05 18:35:28,2024-03-24 18:15:04,gpu
ollama/ollama,1769,Long initial loading time.,closed,2024-01-03 18:09:10,2024-01-04 23:04:01,
ollama/ollama,1736,Download slows to a crawl at 99%,open,2023-12-29 04:47:12,,"bug,networking,registry"
ollama/ollama,1731,`pulling manifest  Error: EOF` when pulling after disk is full,open,2023-12-28 00:32:29,,bug
ollama/ollama,1730,MLX backend,open,2023-12-27 20:10:50,,feature request
ollama/ollama,1714,DeciLM-7B Support,closed,2023-12-26 00:32:49,2025-10-27 00:53:07,model
ollama/ollama,1647,curl: (60) SSL Certificate Problem,closed,2023-12-20 23:28:46,2024-02-20 01:27:50,
ollama/ollama,1645,Dark mode for ollama.com,open,2023-12-20 22:43:24,,"feature request,ollama.com"
ollama/ollama,1640,added logprobs (`n_probs`),closed,2023-12-20 19:26:27,2025-01-07 19:25:56,
ollama/ollama,1606,Added support for specifying an arbitrary GBNF compatible grammar,closed,2023-12-19 14:21:53,2024-12-05 00:43:26,
ollama/ollama,1590,Add support for Intel Arc GPUs,open,2023-12-18 23:25:37,,"feature request,intel"
ollama/ollama,1378,Is there a health check endpoint?,closed,2023-12-04 20:28:03,2023-12-04 20:57:23,
ollama/ollama,1352, Feature Request:  🛠️ Configurable Option to Prevent Automatic Activation of ollama.service on Linux,closed,2023-12-02 13:11:15,2024-05-06 23:29:25,
ollama/ollama,1293,"Ollama list modified column shows when the model was last pulled, rather than when last modified",open,2023-11-27 23:18:06,,
ollama/ollama,1016,Support AMD GPUs on Intel Macs,open,2023-11-06 15:20:01,,"feature request,amd,macos"
ollama/ollama,941,`digest mismatch` on download,open,2023-10-28 17:47:23,,bug
ollama/ollama,849,How to secure the API with api key,closed,2023-10-20 07:30:42,2023-10-25 19:07:40,
ollama/ollama,707,127.0.0.1:11434: bind: address already in use,closed,2023-10-05 06:15:02,2023-12-04 19:39:38,question
ollama/ollama,695,Can't resume download (pull) on restart server ,closed,2023-10-04 07:08:44,2024-01-16 22:21:41,bug
ollama/ollama,669,Allow customizing allowed headers in CORS settings,closed,2023-10-01 23:31:21,2023-10-28 19:25:17,
ollama/ollama,654,How to fine tune and use it with ollama?,closed,2023-09-30 05:25:50,2023-10-01 04:42:28,
ollama/ollama,645,Allow global Ollama settings configuration,open,2023-09-29 14:33:32,,feature request
ollama/ollama,581,How to use `num_predict`?,closed,2023-09-23 23:20:10,2023-09-27 01:47:32,
ollama/ollama,294,Streaming responses should have `Content-Type` set to `application/x-ndjson `,closed,2023-08-06 03:26:04,2023-08-09 04:38:40,"bug,good first issue"
ollama/ollama,162,Don't automatically start on startup / have an option to disable this,open,2023-07-21 13:57:28,,feature request
ollama/ollama,11,interactive generate,closed,2023-06-28 18:24:35,2023-06-28 18:32:06,
langchain-ai/langgraph,6520,docs(langgraph): update old imports in docs tutorial notebooks,open,2025-11-30 07:21:05,,
langchain-ai/langgraph,6519,docs(langgraph): update old imports in docs tutorial notebooks,closed,2025-11-30 07:15:40,2025-11-30 07:17:23,
langchain-ai/langgraph,6518,docs(langgraph): update old imports in docs tutorial notebooks,closed,2025-11-30 07:11:23,2025-11-30 07:14:06,
langchain-ai/langgraph,6517,Quickstart example does not pass typecheck,open,2025-11-28 12:50:53,,"bug,pending"
langchain-ai/langgraph,6516,Graph visualisation of structured response agent is weird and cannot visualise the graph in supervisor agent pattern.,open,2025-11-28 10:26:34,,"bug,pending"
langchain-ai/langgraph,6515,docs: add clarity to use of `thread_id`,open,2025-11-28 08:40:27,,
langchain-ai/langgraph,6514,docs: add docstrings to `add_node` overloads,open,2025-11-28 07:18:46,,
langchain-ai/langgraph,6513,docs(langgraph): fix async task example (await gather) and clarify blocking behavior in sync example,open,2025-11-27 22:29:11,,
langchain-ai/langgraph,6512,fix(langgraph): validate node outputs against State schema before checkpointing,open,2025-11-27 14:14:54,,
langchain-ai/langgraph,6511,fix(checkpoint): return self in InMemorySaver context manager,open,2025-11-27 09:00:00,,
langchain-ai/langgraph,6510,GPT-5 tool calls return both content and tool_calls — weird behavior during streaming,open,2025-11-27 08:48:17,,"bug,pending"
langchain-ai/langgraph,6509,fix(prebuilt): support generic type arguments for ToolRuntime injection,open,2025-11-27 08:28:57,,
langchain-ai/langgraph,6508,fix(prebuilt): handle ToolException in ToolNode default error handler,open,2025-11-27 07:33:12,,
langchain-ai/langgraph,6507,fix(langgraph): remove shadowed stream_writer in astream and add async tests,open,2025-11-27 05:59:24,,
langchain-ai/langgraph,6506,Async MongoDB Checkpoint Saver Implementation for LangGraph module removed from version 1.0,open,2025-11-26 20:44:18,,"bug,pending"
langchain-ai/langgraph,6505,Failed to install `langgraph-cli[inmem]` with `Python 3.14`,open,2025-11-26 02:17:22,,"bug,pending"
langchain-ai/langgraph,6504,feat: Increase default recursion limit from 25 to 250,open,2025-11-26 00:35:37,,
langchain-ai/langgraph,6503,fix: release name should be same as package name,closed,2025-11-25 23:58:25,2025-11-26 00:02:44,
langchain-ai/langgraph,6502,release(langgraph): 1.0.4,closed,2025-11-25 19:21:47,2025-11-25 20:27:50,
langchain-ai/langgraph,6501,release(sdk-py): 0.2.11,closed,2025-11-25 19:11:35,2025-11-25 19:17:41,
langchain-ai/langgraph,6500,feat(sdk-py): add sentinel to skip auto loading api key on sdk client create,closed,2025-11-25 16:43:20,2025-11-25 19:10:56,
langchain-ai/langgraph,6499,docs(tutorial): Formatted agent supervisor documentation,open,2025-11-25 06:48:25,,
langchain-ai/langgraph,6498,chore: rm swarm from docs redeploy ci,closed,2025-11-25 02:46:51,2025-11-26 00:42:09,
langchain-ai/langgraph,6497,chore: pop thread ID from configurable fields in remote graph,closed,2025-11-24 21:51:45,2025-11-25 00:09:09,
langchain-ai/langgraph,6496,chore: Bump version of `sdk-py` to `0.2.10`,closed,2025-11-24 20:00:37,2025-11-24 20:27:16,
langchain-ai/langgraph,6495,Add on_end_behavior parameter to graph.compile() for batch job support,open,2025-11-24 12:16:22,,"bug,pending"
langchain-ai/langgraph,6494,LangSmith Studio hangs when communicating with local Agent server on Windows,open,2025-11-24 10:07:34,,"bug,pending"
langchain-ai/langgraph,6493,chore(docs): Update OpenAPI spec from LangGraph API v0.5.26,closed,2025-11-24 09:07:21,2025-11-24 21:43:00,
langchain-ai/langgraph,6492,docs: update main README React agent example for LangGraph,open,2025-11-24 07:50:46,,
langchain-ai/langgraph,6491,"Invalid state saved to checkpoint without validation, causing permanent corruption.",open,2025-11-24 07:10:14,,"bug,pending"
langchain-ai/langgraph,6490,chore(deps): bump actions/checkout from 5 to 6,closed,2025-11-24 06:32:44,2025-11-24 21:41:22,"dependencies,github_actions"
langchain-ai/langgraph,6489,chore(docs): Update OpenAPI spec from LangGraph API v0.5.25,closed,2025-11-23 09:05:11,2025-11-24 21:42:35,
langchain-ai/langgraph,6488,chore: delete docs,open,2025-11-23 07:03:15,,
langchain-ai/langgraph,6487,chore: clean up some refs,closed,2025-11-23 06:59:48,2025-11-23 07:13:30,
langchain-ai/langgraph,6486,Tool node error handling disabled by default after 1.0.1,open,2025-11-22 18:39:47,,"bug,pending"
langchain-ai/langgraph,6485,feat(langgraph): add probabilistic routing via negative nodes,closed,2025-11-22 13:03:46,2025-11-26 00:41:56,
langchain-ai/langgraph,6484,chore(docs): Update OpenAPI spec from LangGraph API v0.5.24,closed,2025-11-22 03:53:46,2025-11-24 21:42:02,
langchain-ai/langgraph,6483,feat(sdk-py): Add `name` parameter to Assistants search API,closed,2025-11-22 00:08:02,2025-11-24 18:58:55,
langchain-ai/langgraph,6482,feat: custom encryption at rest,open,2025-11-21 18:54:14,,
langchain-ai/langgraph,6481,chore(docs): Update OpenAPI spec from LangGraph API v0.5.23,closed,2025-11-21 09:06:17,2025-11-24 21:41:37,
langchain-ai/langgraph,6480,chore(sdk-py): Improve type-hinting of inputs,closed,2025-11-21 01:41:56,2025-11-25 02:29:03,
langchain-ai/langgraph,6479,chore(sdk-py): Add more type checking.,closed,2025-11-21 00:59:54,2025-11-21 01:40:24,
langchain-ai/langgraph,6478,AttributeError in streaming when InMemorySaver is used,open,2025-11-20 23:58:39,,"bug,pending"
langchain-ai/langgraph,6477,prebuilt==1.0.5 breaks create_react_agent when passing a list of BaseTool,open,2025-11-20 23:08:06,,"bug,pending"
langchain-ai/langgraph,6476,fix(docs): Update documentation link for resuming interrupts,open,2025-11-20 21:09:02,,
langchain-ai/langgraph,6475,fix: interrupt stream mode values,closed,2025-11-20 18:38:38,2025-11-20 22:23:10,
langchain-ai/langgraph,6474,chore(deps): bump js-yaml from 4.1.0 to 4.1.1 in /libs/cli/js-monorepo-example,open,2025-11-20 16:46:24,,"dependencies,javascript"
langchain-ai/langgraph,6473,release: langgraph-prebuilt 1.0.5,closed,2025-11-20 16:38:57,2025-11-20 16:45:19,
langchain-ai/langgraph,6472,chore(langgraph): Add __init__.pyi file for auto import support,open,2025-11-20 11:01:26,,
langchain-ai/langgraph,6471,chore(docs): Update OpenAPI spec from LangGraph API v0.5.20,closed,2025-11-20 09:06:24,2025-11-24 21:42:05,
langchain-ai/langgraph,6470,WinError 10013 when running langgraph dev,closed,2025-11-20 03:49:33,2025-11-26 03:36:46,"bug,pending"
langchain-ai/langgraph,6469,"Using Langgraph + Amap MCP, for example, when I input a travel plan, it needs to call many tools and perform 25 steps. Does it really take that long? Is there a better solution?",open,2025-11-20 02:11:52,,"bug,pending"
langchain-ai/langgraph,6468,fix: refactor injection logic to respect function signatures,closed,2025-11-20 01:24:58,2025-11-20 16:37:55,
langchain-ai/langgraph,6467,fix: improved typing on tool call requests (will bubble up to LC),open,2025-11-19 20:54:42,,
langchain-ai/langgraph,6466,chore(docs): Update OpenAPI spec from LangGraph API v0.5.17,closed,2025-11-19 19:51:21,2025-11-24 21:42:06,
langchain-ai/langgraph,6465,`ToolRuntime[WithTypeArguments]` not supported,open,2025-11-19 19:09:31,,"bug,pending"
langchain-ai/langgraph,6464,docs: add missing docstrings to PregelNode and ChannelRead,open,2025-11-19 18:01:03,,
langchain-ai/langgraph,6463,chore(deps): bump glob from 10.4.5 to 10.5.0 in /docs/_scripts/js_translation/codeblocks,open,2025-11-19 17:49:27,,"dependencies,javascript"
langchain-ai/langgraph,6462,fix: deprecate `setattr` on `ToolCallRequest`,closed,2025-11-19 14:44:22,2025-11-19 18:12:11,
langchain-ai/langgraph,6461,chore(docs): Update OpenAPI spec from LangGraph API v0.5.16,closed,2025-11-19 09:06:08,2025-11-24 21:42:08,
langchain-ai/langgraph,6460,StateSnapshot puts the user metadata in possibly wrong place,open,2025-11-18 18:38:46,,"bug,pending"
langchain-ai/langgraph,6459,feat: Add Goto type for atomic cross-graph handoffs,open,2025-11-18 16:39:43,,
langchain-ai/langgraph,6458,fix(pregel): handle EmptyInputError for Command with stream_mode='values',open,2025-11-18 16:22:17,,
langchain-ai/langgraph,6456,TypeError: Object of type Send is not JSON serializable when using PostgresSaver checkpoint,open,2025-11-18 15:38:13,,"bug,pending"
langchain-ai/langgraph,6455,Transactional Cross-Graph Handoff,open,2025-11-17 16:22:38,,
langchain-ai/langgraph,6454,chore(docs): Update OpenAPI spec from LangGraph API v0.5.14,closed,2025-11-16 22:53:10,2025-11-24 21:41:52,
langchain-ai/langgraph,6453,feat: add asyncpg support for postgres checkpoint,open,2025-11-15 18:50:13,,
langchain-ai/langgraph,6452,chore(deps): bump js-yaml from 4.1.0 to 4.1.1 in /docs/_scripts/js_translation/codeblocks,open,2025-11-15 18:03:12,,"dependencies,javascript"
langchain-ai/langgraph,6451,"create_agent In ""astream"" with stream_mode=""messages"" does not output tokens incrementally.",closed,2025-11-15 04:34:26,2025-11-24 22:23:47,"bug,pending"
langchain-ai/langgraph,6450,refactor: separate prepare_push_* functions,closed,2025-11-14 23:56:53,2025-11-15 00:13:03,
langchain-ai/langgraph,6449,`ToolException` from MCP server not handled correclty,open,2025-11-14 21:46:35,,"bug,pending"
langchain-ai/langgraph,6448,fix(checkpoint): InMemorySaver context managers should return self instance,open,2025-11-14 14:07:29,,
langchain-ai/langgraph,6447,Async tools do not currently support 'custom' events streaming via get_stream_writer().,open,2025-11-14 13:30:10,,"bug,pending"
langchain-ai/langgraph,6446,GitHub Issue Title: InvalidUpdateError when using parallel subgraphs with shared state keys in LangGraph,open,2025-11-14 10:27:27,,"bug,pending"
langchain-ai/langgraph,6443,fix: dep warnings in prebuilt,closed,2025-11-13 18:49:22,2025-11-13 18:59:34,
langchain-ai/langgraph,6442,chore(docs): add more redirects  + catchall,closed,2025-11-13 18:39:16,2025-11-13 19:49:41,
langchain-ai/langgraph,6441,release: prebuilt 1.0.3,closed,2025-11-13 18:38:05,2025-11-13 18:38:24,
langchain-ai/langgraph,6440,fix: tidy up deprecation warnings,closed,2025-11-13 14:42:59,2025-11-13 18:46:58,
langchain-ai/langgraph,6439,"[bug] When a node relies on multiple input edges,  it will execute as soon as one of the edges meets the condition.",closed,2025-11-13 03:05:01,2025-11-14 17:01:37,"bug,pending"
langchain-ai/langgraph,6438,"fix(langgraph): allow providing both context and configurable in RemoteGraph, fixes #6342",open,2025-11-12 22:59:15,,
langchain-ai/langgraph,6437,HELP WANTED - Update langgraph docs tutorials,open,2025-11-12 22:21:46,,
langchain-ai/langgraph,6436,Tool function return Command with goto variable cause parallel running,closed,2025-11-12 12:27:24,2025-11-12 14:29:15,"bug,pending"
langchain-ai/langgraph,6435,Map-reduce fails to trace when reducing dictionary with tuple keys,open,2025-11-12 11:39:50,,"bug,pending"
langchain-ai/langgraph,6434,`ImportError: cannot import name 'CompiledStateGraph' from 'langgraph.graph'`,closed,2025-11-12 10:12:33,2025-11-12 10:15:31,"bug,pending"
langchain-ai/langgraph,6433,graph.update_state() generates a new config WITH  the 'next' ATTRITUBE empty,closed,2025-11-12 09:29:54,2025-11-12 22:32:36,"bug,pending"
langchain-ai/langgraph,6432,FilesPreview.tsx: text/csv MIME type not supported in chat file uploads,open,2025-11-12 08:35:55,,"bug,pending"
langchain-ai/langgraph,6431,ToolNode fails to execute tools with ToolRuntime parameter due to Pydantic validation error,open,2025-11-11 14:51:33,,"bug,pending"
langchain-ai/langgraph,6430,为什么无法导入glm,closed,2025-11-11 13:04:20,2025-11-11 13:04:35,"bug,pending"
langchain-ai/langgraph,6429,chore: langgraph patch release,closed,2025-11-10 17:15:51,2025-11-10 17:37:35,
langchain-ai/langgraph,6428,chore(docs): Update links in notebook_hooks.py for deployment,closed,2025-11-10 14:47:19,2025-11-10 14:51:06,
langchain-ai/langgraph,6427,fix _strip_extras helper function,open,2025-11-10 10:05:58,,
langchain-ai/langgraph,6426,Checkpointer for mongodb is not updated to support langgraph-checkpoint 3.0,open,2025-11-10 09:17:02,,
langchain-ai/langgraph,6425,fix(langgraph): inject runtime with store for conditional edges in update_state operations #6340,open,2025-11-10 08:43:06,,
langchain-ai/langgraph,6424,chore(deps): bump codespell-project/actions-codespell from 2.1 to 2.2,open,2025-11-10 06:34:12,,"dependencies,github_actions"
langchain-ai/langgraph,6423,Fix lint for APIConnectionError,open,2025-11-09 18:24:51,,
langchain-ai/langgraph,6422,test(langchain) Complements changes from PR #6420 ( retry resilience) ,open,2025-11-09 14:17:51,,
langchain-ai/langgraph,6421,chore(deps): upgrade dependencies with `uv lock --upgrade`,open,2025-11-09 00:36:41,,dependencies
langchain-ai/langgraph,6420,fix(checkpoint-postgres): add minimal retry resilience to PostgresSaver for transient connection errors,open,2025-11-08 13:38:17,,
langchain-ai/langgraph,6419,fix: make ToolNode changes more backwards compat,closed,2025-11-08 13:28:53,2025-11-08 13:32:10,
langchain-ai/langgraph,6418,feat(docs): enhance return type documentation for graph run method,open,2025-11-08 01:48:34,,
langchain-ai/langgraph,6417,feat(docs): warn that `StateGraph` is a builder class,closed,2025-11-08 01:47:39,2025-11-08 02:09:15,
